EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
7960,Apus pallidus,02/06/2008,,Apus pallidus,2604
7970,Apus pacificus,02/06/2008,,Apus pacificus,2626
7980,Tachymarptis melba,02/06/2008,,Apus melba,2574
7990,Apus caffer,02/06/2008,,Apus caffer,2654
8000,Apus affinis,02/06/2008,,Apus affinis,2637
8009,Apus sp.,02/06/2008,,Apus spp.,NA
8010,Aeronautes saxatalis,02/06/2008,,Aeronautes saxatilis,2536
8020,Cypsiurus parvus,02/06/2008,,Cypsiurus parvus,2559
8030,Riccordia ricordii,02/06/2008,,Chlorostilbon ricordii,3336
8040,Cynanthus latirostris,02/06/2008,,Cynanthus latirostris,3344
8050,Basilinna xantusii,02/06/2008,,Hylocharis xantusii,3402
8060,Basilinna leucotis,02/06/2008,,Hylocharis leucotis,3398
8070,Saucerottia beryllina,02/06/2008,,Amazilia beryllina,3553
8080,Amazilia yucatanensis,02/06/2008,,Amazilia yucatanensis,3603
8090,Amazilia tzacatl,02/06/2008,,Amazilia tzacatl,3607
8100,Leucolia violiceps,02/06/2008,,Amazilia violiceps,NA
8110,Lampornis clemenciae,02/06/2008,,Lampornis clemenciae,3234
8120,Eugenes fulgens,02/06/2008,,Eugenes fulgens,3214
8130,Nesophlox evelynae,02/06/2008,,Calliphlox evelynae,3304
8140,Calothorax lucifer,02/06/2008,,Calothorax lucifer,3296
8150,Archilochus colubris,02/06/2008,,Archilochus colubris,3299
8160,Archilochus alexandri,02/06/2008,,Archilochus alexandri,3298
8170,Calypte costae,02/06/2008,,Archilochus costae,3310
8180,Calypte anna,02/06/2008,,Archilochus anna,3309
8190,Selasphorus calliope,02/06/2008,,Stellula calliope,3311
8200,Selasphorus heloisa,02/06/2008,,Atthis heloisa,3321
8210,Selasphorus platycercus,02/06/2008,,Selasphorus platycercus,3318
8220,Selasphorus rufus,02/06/2008,,Selasphorus rufus,3314
8230,Selasphorus sasin,02/06/2008,,Selasphorus sasin,3315
8240,Trogon mexicanus,02/06/2008,,Trogon mexicanus,9900
8250,Trogon elegans,02/06/2008,,Trogon elegans,9893
8260,Halcyon coromanda,02/06/2008,,Halcyon coromanda,10349
8270,Halcyon smyrnensis,02/06/2008,,Halcyon smyrnensis,10361
8280,Halcyon pileata,02/06/2008,,Halcyon pileata,10375
8290,Halcyon leucocephala,02/06/2008,,Halcyon leucocephala,10376
8300,Todiramphus cinnamominus,02/06/2008,,Halcyon miyakoensis,10488
8310,Alcedo atthis,02/06/2008,,Alcedo atthis,10594
8320,Chloroceryle americana,02/06/2008,,Chloroceryle americana,10695
8330,Ceryle rudis,02/06/2008,,Ceryle rudis,10722
8340,Megaceryle alcyon,02/06/2008,,Ceryle alcyon,10719
8350,Megaceryle torquata,02/06/2008,,Ceryle torquata,10715
8360,Megaceryle lugubris,02/06/2008,,Ceryle lugubris,10707
8370,Merops albicollis,02/06/2008,,Merops albicollis,10835
8380,Merops orientalis,02/06/2008,,Merops orientalis,10845
8390,Merops superciliosus,02/06/2008,,Merops superciliosus,10853
8391,Merops superciliosus superciliosus,02/06/2008,,Merops superciliosus superciliosus,10854
8392,Merops persicus chrysocercus,02/06/2008,,Merops superciliosus chrysocercus,10852
8393,Merops persicus,02/06/2008,,Merops superciliosus persicus,10850
8400,Merops apiaster,02/06/2008,,Merops apiaster,10870
8410,Coracias garrulus,02/06/2008,,Coracias garrulus,10206
8420,Coracias abyssinicus,02/06/2008,,Coracias abyssinicus,10205
8430,Coracias benghalensis,02/06/2008,,Coracias benghalensis,10193
8440,Eurystomus glaucurus,02/06/2008,,Eurystomus glaucurus,10213
8450,Eurystomus orientalis,02/06/2008,,Eurystomus orientalis,10220
8460,Upupa epops,02/06/2008,,Upupa epops,9981
8461,Upupa epops epops,02/06/2008,,Upupa epops epops,9982
8462,Upupa epops ceylonensis,02/06/2008,,Upupa epops ceylonensis,9985
8463,Upupa epops longirostris,02/06/2008,,Upupa epops longirostris,9986
8464,Upupa epops major,02/06/2008,,Upupa epops major,9987
8465,Upupa epops senegalensis,02/06/2008,,Upupa epops senegalensis,9988
8466,Upupa epops waibeli,02/06/2008,,Upupa epops waibeli,9989
8467,Upupa africana,02/06/2008,,Upupa epops africana,9990
8468,Upupa marginata,02/06/2008,,Upupa epops marginata,9992
8470,Lophoceros nasutus,02/06/2008,,Tockus nasutus,10076
8480,Jynx torquilla,02/06/2008,,Jynx torquilla,11620
8481,Jynx torquilla torquilla,02/06/2008,,Jynx torquilla torquilla,11621
8482,Jynx torquilla tschusii,02/06/2008,,Jynx torquilla tschusii,11626
8483,Jynx torquilla sarudnyi,02/06/2008,,Jynx torquilla sarudnyi,11622
8484,Jynx torquilla chinensis,02/06/2008,,Jynx torquilla chinensis,11623
8485,Jynx torquilla himalayana,02/06/2008,,Jynx torquilla himalayana,11625
8486,Jynx torquilla mauretanica,02/06/2008,,Jynx torquilla mauretanica,11627
8490,Picumnus innominatus,02/06/2008,,Picumnus innominatus,11634
8500,Colaptes auratus,02/06/2008,,Colaptes auratus,12378
8510,Colaptes auratus cafer,02/06/2008,,Colaptes cafer,12380
8520,Colaptes chrysoides,02/06/2008,,Colaptes chrysoides,12395
8530,Picus chlorolophus,02/06/2008,,Picus chlorolophus,12568
8540,Chrysophlegma flavinucha,02/06/2008,,Picus flavinucha,12557
8550,Picus canus,02/06/2008,,Picus canus,12621
8560,Picus viridis,02/06/2008,,Picus viridis,12602
8561,Picus viridis viridis,02/06/2008,,Picus viridis viridis,12603
8562,Picus sharpei,02/06/2008,,Picus viridis sharpei,12613
8570,Picus vaillantii,02/06/2008,,Picus vaillantii,12615
8580,Picus awokera,02/06/2008,,Picus awokera,12598
8590,Picus squamatus,02/06/2008,,Picus squamatus,12595
8600,Dendrocopos noguchii,02/06/2008,,Sapheopipo noguchii,12270
8610,Dinopium benghalense,02/06/2008,,Dinopium benghalense,12653
8620,Dryocopus pileatus,02/06/2008,,Dryocopus pileatus,12487
8630,Dryocopus martius,02/06/2008,,Dryocopus martius,12511
8640,Dryocopus javensis,02/06/2008,,Dryocopus javensis,12492
8650,Melanerpes carolinus,02/06/2008,,Centurus carolinus,11825
8660,Melanerpes aurifrons,02/06/2008,,Centurus aurifrons,11809
8670,Melanerpes uropygialis,02/06/2008,,Centurus uropygialis,11799
8680,Melanerpes superciliaris,02/06/2008,,Centurus superciliaris,11829
8690,Melanerpes erythrocephalus,02/06/2008,,Melanerpes erythrocephalus,11754
8700,Melanerpes formicivorus,02/06/2008,,Melanerpes formicivorus,11757
8710,Melanerpes lewis,02/06/2008,,Asyndesmus lewis,11751
8720,Sphyrapicus varius,02/06/2008,,Sphyrapicus varius,11840
8730,Sphyrapicus nuchalis,02/06/2008,,Sphyrapicus nuchalis,11842
8740,Sphyrapicus ruber,02/06/2008,,Sphyrapicus ruber,11844
8750,Sphyrapicus thyroideus,02/06/2008,,Sphyrapicus thyroideus,11837
8760,Dendrocopos major,02/06/2008,,Dendrocopos major,12241
8761,Dendrocopos major major,02/06/2008,,Dendrocopos major major,12242
8770,Dendrocopos leucopterus,02/06/2008,,Dendrocopos leucopterus,12235
8780,Dendrocopos syriacus,02/06/2008,,Dendrocopos syriacus,12230
8790,Dendrocopos assimilis,02/06/2008,,Dendrocopos assimilis,12229
8800,Dendrocopos himalayensis,02/06/2008,,Dendrocopos himalayensis,12226
8810,Dendrocopos darjellensis,02/06/2008,,Dendrocopos darjellensis,12223
8820,Dryobates cathpharius,02/06/2008,,Dendrocopos cathpharius,12089
8830,Dendrocoptes medius,02/06/2008,,Dendrocopos medius,11982
8840,Dendrocopos leucotos,02/06/2008,,Dendrocopos leucotos,12271
8850,Dendrocopos hyperythrus,02/06/2008,,Dendrocopos hyperythrus,12207
8860,Dendrocoptes auriceps,02/06/2008,,Dendrocopos auriceps,11979
8870,Dryobates minor,02/06/2008,,Dendrocopos minor,12097
8880,Yungipicus canicapillus,02/06/2008,,Dendrocopos canicapillus,11915
8890,Yungipicus kizuki,02/06/2008,,Dendrocopos kizuki,11947
8900,Dendrocoptes dorae,02/06/2008,,Dendrocopos dorae,11978
8910,Dryobates scalaris,02/06/2008,,Dendrocopos scalaris,12063
8920,Dryobates nuttallii,02/06/2008,,Dendrocopos nuttallii,12062
8930,Dryobates pubescens,02/06/2008,,Dendrocopos pubescens,12079
8940,Leuconotopicus borealis,02/06/2008,,Dendrocopos borealis,12165
8950,Leuconotopicus arizonae,02/06/2008,,Dendrocopos arizonae,12176
8960,Leuconotopicus villosus,02/06/2008,,Dendrocopos villosus,12182
8970,Leuconotopicus albolarvatus,02/06/2008,,Dendrocopos albolarvatus,12204
8979,Dendrocopos sp.,02/06/2008,,Dendrocopos sp.,NA
8980,Picoides tridactylus,02/06/2008,,Dendrocopos tridactylus,11962
8990,Picoides arcticus,02/06/2008,,Dendrocopos arcticus,11977
9000,Campephilus principalis,02/06/2008,,Campephilus principalis,12541
9010,Campephilus imperialis,02/06/2008,,Campephilus imperialis,12545
9020,Xiphorhynchus flavigaster,02/06/2008,,Xiphorhynchus flavigaster,14710
9030,Lepidocolaptes leucogaster,02/06/2008,,Lepidocolaptes leucogaster,14790
9040,Pachyramphus aglaiae,02/06/2008,,Pachyramphus aglaiae,18579
9050,Tityra semifasciata,02/06/2008,,Tityra semifasciata,18464
9060,Myiopagis viridicata,02/06/2008,,Myiopagis viridicata,16839
9070,Elaenia martinica,02/06/2008,,Elaenia martinica,16857
9080,Camptostoma imberbe,02/06/2008,,Camptostoma imberbe,16921
9090,Sayornis phoebe,02/06/2008,,Sayornis phoebe,17561
9100,Sayornis nigricans,02/06/2008,,Sayornis nigricans,17562
9110,Sayornis saya,02/06/2008,,Sayornis saya,17569
9120,Pyrocephalus rubinus,02/06/2008,,Pyrocephalus rubinus,17679
9130,Empidonax flaviventris,02/06/2008,,Empidonax flaviventris,17638
9140,Empidonax virescens,02/06/2008,,Empidonax virescens,17639
9150,Empidonax minimus,02/06/2008,,Empidonax minimus,17650
9160,Empidonax hammondii,02/06/2008,,Empidonax hammondii,17651
9170,Empidonax oberholseri,02/06/2008,,Empidonax oberholseri,17652
9180,Empidonax wrightii,02/06/2008,,Empidonax wrightii,17653
9190,Empidonax affinis,02/06/2008,,Empidonax affinis,17654
9200,Empidonax difficilis,02/06/2008,,Empidonax difficilis,17660
9210,Empidonax albigularis,02/06/2008,,Empidonax albigularis,17646
9220,Empidonax traillii,02/06/2008,,Empidonax traillii,17640
9230,Empidonax alnorum,02/06/2008,,Empidonax alnorum,17645
9240,Empidonax fulvifrons,02/06/2008,,Empidonax fulvifrons,17671
9250,Xenotriccus mexicanus,02/06/2008,,Xenotriccus mexicanus,17560
9260,Mitrephanes phaeocercus,02/06/2008,,Mitrephanes phaeocercus,17573
9270,Contopus caribaeus,02/06/2008,,Contopus caribaeus,17624
9280,Contopus pertinax,02/06/2008,,Contopus pertinax,17586
9290,Contopus sordidulus,02/06/2008,,Contopus sordidulus,17600
9300,Contopus virens,02/06/2008,,Contopus virens,17608
9310,Contopus cooperi,02/06/2008,,Contopus borealis,17585
9320,Myiarchus tuberculifer,02/06/2008,,Myiarchus tuberculifer,18031
9330,Myiarchus nuttingi,02/06/2008,,Myiarchus nuttingi,18068
9340,Myiarchus cinerascens,02/06/2008,,Myiarchus cinerascens,18065
9350,Myiarchus stolidus,02/06/2008,,Myiarchus stolidus,18089
9360,Myiarchus tyrannulus,02/06/2008,,Myiarchus tyrannulus,18074
9370,Myiarchus crinitus,02/06/2008,,Myiarchus crinitus,18073
9380,Myiodynastes luteiventris,02/06/2008,,Myiodynastes luteiventris,17947
9390,Myiozetetes similis,02/06/2008,,Myiozetetes similis,17900
9400,Pitangus sulphuratus,02/06/2008,,Pitangus sulphuratus,17915
9410,Tyrannus vociferans,02/06/2008,,Tyrannus vociferans,17978
9420,Tyrannus verticalis,02/06/2008,,Tyrannus verticalis,17984
9430,Tyrannus crassirostris,02/06/2008,,Tyrannus crassirostris,17981
9440,Tyrannus couchii,02/06/2008,,Tyrannus couchii,17977
9450,Tyrannus dominicensis,02/06/2008,,Tyrannus dominicensis,17992
9460,Tyrannus cubensis,02/06/2008,,Tyrannus cubensis,17995
9470,Tyrannus caudifasciatus,02/06/2008,,Tyrannus caudifasciatus,17996
9480,Tyrannus tyrannus,02/06/2008,,Tyrannus tyrannus,17991
9490,Obsolete code,02/06/2008,Duplicated species ? use 09480,Muscivora tyrannus,NA
9500,Tyrannus forficatus,02/06/2008,,Muscivora forficata,17985
9510,Pitta brachyura,02/06/2008,,Pitta brachyura,14343
9520,Mirafra javanica cantillans,04/03/2023,,Mirafra cantillans,23999
9521,Mirafra javanica,04/03/2023,,,23994
9530,Eremopterix nigriceps,02/06/2008,,Eremopterix nigriceps,23852
9540,Eremalauda dunni,02/06/2008,,Eremalauda dunni,24271
9550,Ammomanes cinctura,02/06/2008,,Ammomanes cincturus,23843
9560,Ammomanes phoenicura,02/06/2008,,Ammomanes phoenicurus,23847
9570,Ammomanes deserti,02/06/2008,,Ammomanes deserti,23817
9580,Alaemon alaudipes,02/06/2008,,Alaemon alaudipes,23765
9590,Chersophilus duponti,02/06/2008,,Chersophilus duponti,24268
9600,Ramphocoris clotbey,02/06/2008,,Ramphocoris clotbey,23816
9610,Melanocorypha calandra,02/06/2008,,Melanocorypha calandra,24258
9620,Melanocorypha bimaculata,02/06/2008,,Melanocorypha bimaculata,24254
9621,Melanocorypha bimaculata bimaculata,02/06/2008,,Melanocorypha bimaculata bimaculata,NA
9622,Melanocorypha bimaculata refescens,02/06/2008,,Melanocorypha bimaculata refescens,NA
9630,Melanocorypha maxima,02/06/2008,,Melanocorypha maxima,24265
9640,Melanocorypha mongolica,02/06/2008,,Melanocorypha mongolica,24264
9650,Alauda leucoptera,02/06/2008,,Melanocorypha leucoptera,24077
9660,Melanocorypha yeltoniensis,02/06/2008,,Melanocorypha yeltoniensis,24263
9670,Calandrella cinerea,02/06/2008,,Calandrella cinerea,24233
9680,Calandrella brachydactyla,02/06/2008,,Calandrella brachydactyla,24245
9690,Calandrella acutirostris,02/06/2008,,Calandrella acutirostris,24220
9700,Alaudala rufescens,02/06/2008,,Calandrella rufescens,24291
9701,Alaudala rufescens rufescens,02/06/2008,,Calandrella rufescens rufescens,24292
9702,Alaudala rufescens cheleensis,09/11/2009, calandrella cheleensis,Calandrella rufescens cheleensis,NA
9710,Alaudala raytal,02/06/2008,,Calandrella raytal,24302
9720,Galerida cristata,02/06/2008,,Galerida cristata,24133
9730,Galerida theklae,02/06/2008,,Galerida theklae,24120
9739,Galerida sp.,02/06/2008,,Galerida sp.,NA
9740,Lullula arborea,02/06/2008,,Lullula arborea,24052
9750,Alauda gulgula,02/06/2008,,Alauda gulgula,24079
9760,Alauda arvensis,02/06/2008,,Alauda arvensis,24093
9770,Alauda razae,02/06/2008,,Alauda razae,24078
9780,Eremophila alpestris,02/06/2008,,Eremophila alpestris,24174
9790,Eremophila bilopha,02/06/2008,,Eremophila bilopha,24219
9799,Alaudidae sp.,02/06/2008,,Alauda sp.,NA
9800,Riparia paludicola,02/06/2008,,Riparia paludicola,24904
9810,Riparia riparia,02/06/2008,,Riparia riparia,24890
9811,Riparia riparia riparia,09/11/2009,,Riparia riparia riparia,24891
9812,Riparia riparia ijimae,09/11/2009,,Riparia riparia ijimae,24894
9813,Riparia diluta,09/11/2009,aka  riparia diluta,Riparia riparia diluta,24897
9814,Riparia riparia shelleyi,09/11/2009,,Riparia riparia shelleyi,24895
9820,Stelgidopteryx ruficollis,02/06/2008,,Stelgidopteryx ruficollis,24961
9830,Tachycineta bicolor,02/06/2008,,Tachycineta bicolor,24916
9840,Tachycineta albilinea,02/06/2008,,Tachycineta albilinea,24929
9850,Tachycineta thalassina,02/06/2008,,Tachycineta thalassina,24918
9860,Tachycineta cyaneoviridis,02/06/2008,,Tachycineta cyaneoviridis,24917
9870,Progne chalybea,02/06/2008,,Progne chalybea,24980
9880,Progne dominicensis,02/06/2008,,Progne dominicensis,24988
9890,Progne subis,02/06/2008,,Progne subis,24974
9900,Ptyonoprogne fuligula,02/06/2008,,Ptyonoprogne fuligula,25007
9910,Ptyonoprogne rupestris,02/06/2008,,Ptyonoprogne rupestris,24996
9920,Hirundo rustica,02/06/2008,,Hirundo rustica,25048
9921,Hirundo rustica rustica,05/07/2016,,Hirundo rustica rustica,25049
9922,Hirundo rustica transitiva,05/07/2016,,Hirundo rustica transitiva,25050
9930,Hirundo tahitica,02/06/2008,,Hirundo tahitica,25027
9940,Hirundo smithii,02/06/2008,,Hirundo smithii,25044
9950,Cecropis daurica,02/06/2008,,Hirundo daurica,25096
9951,Cecropis daurica daurica,02/06/2008,,Hirundo daurica daurica,25097
9952,Cecropis domicella,02/06/2008,,Hirundo daurica domicella,25107
9960,Petrochelidon fluvicola,02/06/2008,,Hirundo fluvicola,25139
9970,Petrochelidon fulva,02/06/2008,,Hirundo fulva,25125
9980,Petrochelidon pyrrhonota,02/06/2008,,Hirundo pyrrhonota,25119
9990,Delichon nipalense,02/06/2008,,Delichon nipalensis,25074
10000,Delichon dasypus,02/06/2008,,Delichon dasypus,25077
10010,Delichon urbicum,02/06/2008,,Delichon urbica,25069
10019,Hirundinidae sp.,02/06/2008,,Hirundinidae sp.,NA
10020,Anthus richardi,02/06/2008,,Anthus richardi,33621
10030,Anthus sylvanus,02/06/2008,,Anthus sylvanus,33757
10040,Anthus godlewskii,02/06/2008,,Anthus godlewskii,33669
10050,Anthus campestris,02/06/2008,,Anthus campestris,33670
10060,Anthus berthelotii,02/06/2008,,Anthus berthelotii,33758
10070,Anthus similis,02/06/2008,,Anthus similis,33674
10080,Anthus hodgsoni,02/06/2008,,Anthus hodgsoni,33733
10090,Anthus trivialis,02/06/2008,,Anthus trivialis,33729
10100,Anthus gustavi,02/06/2008,,Anthus gustavi,33737
10110,Anthus pratensis,02/06/2008,,Anthus pratensis,33726
10120,Anthus cervinus,02/06/2008,,Anthus cervinus,33742
10130,Anthus roseatus,02/06/2008,,Anthus roseatus,33741
10140,Anthus petrosus/spinoletta ,02/06/2008,,Anthus spinoletta,NA
10141,Anthus spinoletta,02/06/2008,,Anthus spinoletta spinoletta,33748
10142,Anthus petrosus,02/06/2008,,Anthus spinoletta petrosus,33752
10143,Anthus petrosus littoralis,02/06/2008,,Anthus spinoletta littoralis,33755
10144,Anthus rubescens,02/06/2008,,Anthus spinoletta rubescens,33743
10150,Anthus spragueii,02/06/2008,,Anthus spragueii,33784
10159,Anthus sp.,02/06/2008,,Anthus spp.,NA
10160,Dendronanthus indicus,02/06/2008,,Dendronanthus indicus,33538
10170,Motacilla flava,02/06/2008,,Motacilla flava,33539
10171,Motacilla flava flava,02/06/2008,,Motacilla flava flava,33542
10172,Motacilla flava flavissima,02/06/2008,,Motacilla flava flavissima,33540
10173,Motacilla flava thunbergi,02/06/2008,,Motacilla flava thunbergi,33550
10174,Motacilla flava feldegg,02/06/2008,,Motacilla flava feldegg,33548
10175,Motacilla flava cinereocapilla,02/06/2008,,Motacilla flava cinereocapilla,33545
10176,Motacilla flava iberiae,02/06/2008,,Motacilla flava iberiae,33544
10177,Motacilla flava lutea,02/06/2008,,Motacilla flava lutea,33541
10178,Motacilla flava beema,02/06/2008,,Motacilla flava beema,33543
10180,Motacilla citreola,02/06/2008,,Motacilla citreola,33559
10190,Motacilla cinerea,02/06/2008,,Motacilla cinerea,33569
10191,Motacilla cinerea cinerea,02/06/2008,,Motacilla cinerea cinerea,33572
10192,Motacilla cinerea canariensis,02/06/2008,,Motacilla cinerea canariensis,NA
10193,Motacilla cinerea patriciae,18/11/2015,,Motacilla cinerea patriciae,33570
10200,Motacilla alba,02/06/2008,,Motacilla alba,33580
10201,Motacilla alba alba,02/06/2008,,Motacilla alba alba,33582
10202,Motacilla alba yarrellii,02/06/2008,,Motacilla alba yarrellii,33581
10203,Motacilla alba personata,02/06/2008,,Motacilla alba personata,33587
10204,Motacilla alba dukhunensis,02/06/2008,,Motacilla alba dukhunensis,NA
10210,Motacilla grandis,02/06/2008,,Motacilla grandis,33598
10220,Motacilla maderaspatensis,02/06/2008,,Motacilla maderaspatensis,33599
10230,Motacilla aguimp,02/06/2008,,Motacilla aguimp,33594
10239,Motacilla sp.,02/06/2008,,Motacilla sp.,NA
10240,Tephrodornis pondicerianus,02/06/2008,,Tephrodornis pondicerianus,20277
10250,Lalage melaschistos,02/06/2008,,Coracina melaschistos,20793
10260,Pericrocotus ethologus,02/06/2008,,Pericrocotus ethologus,20447
10270,Pericrocotus cinnamomeus,02/06/2008,,Pericrocotus cinnamomeus,20420
10280,Pericrocotus roseus,02/06/2008,,Pericrocotus roseus,20483
10290,Pericrocotus divaricatus,02/06/2008,,Pericrocotus divaricatus,20477
10300,Pericrocotus tegimae,02/06/2008,,Pericrocotus tegimae,20479
10310,Spizixos canifrons,02/06/2008,,Spizixos canifrons,24711
10320,Spizixos semitorques,02/06/2008,,Spizixos semitorques,24714
10330,Pycnonotus xanthorrhous,02/06/2008,,Pycnonotus xanthorrhous,24764
10340,Pycnonotus sinensis,02/06/2008,,Pycnonotus sinensis,24767
10350,Pycnonotus leucogenys,02/06/2008,,Pycnonotus leucogenys,24818
10360,Pycnonotus xanthopygos,02/06/2008,,Pycnonotus xanthopygos,24821
10370,Pycnonotus barbatus,02/06/2008,,Pycnonotus barbatus,24826
10380,Ixos mcclellandii,02/06/2008,,Hypsipetes mcclellandii,24572
10390,Hypsipetes amaurotis,02/06/2008,,Hypsipetes amaurotis,24621
10400,Hypsipetes madagascariensis,02/06/2008,,Hypsipetes madagascariensis,24638
10410,Chloropsis hardwickii,02/06/2008,,Chloropsis hardwickii,31736
10420,Myadestes townsendi,02/06/2008,,Myadestes townsendi,29891
10430,Myadestes obscurus,02/06/2008,,Myadestes obscurus,29902
10440,Phainopepla nitens,02/06/2008,,Phainopepla nitens,23330
10450,Ptiliogonys cinereus,02/06/2008,,Ptilogonys cinereus,23324
10460,Bombycilla cedrorum,02/06/2008,,Bombycilla cedrorum,23317
10470,Bombycilla japonica,02/06/2008,,Bombycilla japonica,23316
10480,Bombycilla garrulus,02/06/2008,,Bombycilla garrulus,23312
10490,Hypocolius ampelinus,02/06/2008,,Hypocolius ampelinus,23333
10500,Cinclus cinclus,02/06/2008,,Cinclus cinclus,31669
10501,Cinclus cinclus cinclus,02/06/2008,,Cinclus cinclus cinclus,31672
10502,Cinclus cinclus caucasicus,02/06/2008,,Cinclus cinclus caucasicus,31678
10503,Cinclus cinclus aquaticus,02/06/2008,,Cinclus cinclus aquaticus,31673
10504,Cinclus cinclus gularis,02/06/2008,,Cinclus cinclus gularis,31671
10505,Cinclus cinclus hibernicus,04/07/2023,,,31670
10510,Cinclus pallasii,02/06/2008,,Cinclus pallasii,31684
10520,Cinclus mexicanus,02/06/2008,,Cinclus mexicanus,31688
10530,Campylorhynchus jocosus,02/06/2008,,Campylorhynchus jocosus,28644
10540,Campylorhynchus gularis,02/06/2008,,Campylorhynchus gularis,28643
10550,Campylorhynchus brunneicapillus,02/06/2008,,Campylorhynchus brunneicapillus,28646
10560,Salpinctes obsoletus,02/06/2008,,Salpinctes obsoletus,28664
10570,Catherpes mexicanus,02/06/2008,,Salpinctes mexicanus,28675
