EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
31020,Bycanistes albotibialis,02/06/2008,,Ceratogymna albotibialis,10095
31030,Ceratogymna atrata,02/06/2008,,Ceratogymna atrata,10103
31040,Bycanistes bucinator,02/06/2008,,Ceratogymna bucinator,10091
31050,Ceratogymna elata,02/06/2008,,Ceratogymna elata,10104
31060,Bycanistes fistulator,02/06/2008,,Ceratogymna fistulator,10086
31070,Bycanistes subcylindricus,02/06/2008,,Ceratogymna subcylindricus,10097
31080,Cercococcyx mechowi,02/06/2008,,Cercococcyx mechowi,4283
31090,Cercococcyx olivinus,02/06/2008,,Cercococcyx olivinus,4285
31100,Oenanthe familiaris,02/06/2008,,Cercomela familiaris,31620
31110,Cercotrichas hartlaubi,02/06/2008,,Cercotrichas hartlaubi,30547
31120,Ceuthmochares aereus,02/06/2008,,Ceuthmochares aereus,4027
31130,Charadrius forbesi,02/06/2008,,Charadrius forbesi,6542
31140,Charadrius tricollaris,02/06/2008,,Charadrius tricollaris,6538
31150,Chelictinia riocourii,02/06/2008,,Chelictinia riocourii,8125
31160,Chlorocichla simplex,02/06/2008,,Chlorocichla simplex,24359
31170,Iduna natalensis,02/06/2008,,Chloropeta natalensis,25851
31180,Chrysococcyx cupreus,02/06/2008,,Chrysococcyx cupreus,4199
31190,Chrysococcyx flavigularis,02/06/2008,,Chrysococcyx flavigularis,4198
31200,Circaetus cinerascens,02/06/2008,,Circaetus cinerascens,8277
31210,Circaetus cinereus,02/06/2008,,Circaetus cinereus,8275
31220,Cisticola anonymus,02/06/2008,,Cisticola anonymus,26138
31230,Cisticola aridulus,02/06/2008,,Cisticola aridulus,26323
31240,Cisticola brachypterus,02/06/2008,,Cisticola brachypterus,26275
31250,Cisticola cantans,02/06/2008,,Cisticola cantans,26122
31260,Cisticola chubbi,02/06/2008,,Cisticola chubbi,26143
31270,Cisticola guinea,02/06/2008,,Cisticola dorsti,26272
31280,Cisticola emini,02/06/2008,,Cisticola emini,26156
31290,Cisticola erythrops,02/06/2008,,Cisticola erythrops,26112
31300,Cisticola eximius,02/06/2008,,Cisticola eximius,26339
31310,Cisticola galactotes,02/06/2008,,Cisticola galactotes,26213
31320,Cisticola lateralis,02/06/2008,,Cisticola lateralis,26130
31330,Cisticola natalensis,02/06/2008,,Cisticola natalensis,26255
31340,Cisticola robustus,02/06/2008,,Cisticola robustus,26244
31350,Cisticola ruficeps,02/06/2008,,Cisticola ruficeps,26267
31360,Cisticola rufus,02/06/2008,,Cisticola rufus,26286
31370,Obsolete code,02/06/2008,Duplicated species ? use 26500,Clamator levaillantii,NA
31380,Clytospiza monteiri,02/06/2008,,Clytospiza monteiri,33398
31390,Colius striatus,02/06/2008,,Colius striatus,9770
31400,Columba arquatrix,02/06/2008,,Columba arquatrix,4466
31410,Columba delegorguei,02/06/2008,,Columba delegorguei,4498
31420,Columba guinea,02/06/2008,,Columba guinea,4439
31430,Columba unicincta,02/06/2008,,Columba unicincta,4465
31440,Coracias cyanogaster,02/06/2008,,Coracias cyanogaster,10209
31450,Coracias naevius,02/06/2008,,Coracias naevia,10190
31460,Cyanograucalus azureus,02/06/2008,,Coracina azurea,20726
31470,Ceblepyris caesius,02/06/2008,,Coracina caesia,20494
31480,Ceblepyris pectoralis,02/06/2008,,Coracina pectoralis,20493
31490,Corvinella corvina,02/06/2008,,Corvinella corvina,NA
31500,Corythaeola cristata,02/06/2008,,Corythaeola cristata,3720
31510,Cossypha albicapillus,02/06/2008,,Cossypha albicapilla,31024
31520,Cossypha cyanocampter,02/06/2008,,Cossypha cyanocampter,31052
31530,Cossypha isabellae,02/06/2008,,Cossypha isabellae,NA
31540,Cossypha polioptera,02/06/2008,,Cossypha polioptera,NA
31550,Cossyphicula roberti,02/06/2008,,Cossyphicula roberti,30998
31560,Synoicus adansonii,30/07/2021,,Coturnix adansonii,1631
31570,Crecopsis egregia,02/06/2008,,Crecopsis egregia,5775
31580,Crinifer piscator,02/06/2008,,Crinifer piscator,3733
31590,Criniger chloronotus,02/06/2008,,Criniger chloronotus,24395
31600,Criniger olivaceus,02/06/2008,,Criniger olivaceus,24403
31610,Cuculus clamosus,02/06/2008,,Cuculus clamosus,4319
31620,Cuculus gularis,02/06/2008,,Cuculus gularis,4333
31630,Cuculus solitarius,02/06/2008,,Cuculus solitarius,4324
31640,Cursorius temminckii,02/06/2008,,Cursorius temminckii,6850
31650,Dendropicos elachus,02/06/2008,,Dendropicos elachus,12002
31660,Dendropicos elliotii,02/06/2008,,Dendropicos elliotii,12032
31670,Dendropicos fuscescens,02/06/2008,,Dendropicos fuscescens,12005
31680,Dendropicos gabonensis,02/06/2008,,Dendropicos gabonensis,12026
31690,Dendropicos goertae,02/06/2008,,Dendropicos goertae,12039
31700,Dendropicos obsoletus,02/06/2008,,Dendropicos obsoletus,12056
31710,Dendropicos poecilolaemus,02/06/2008,,Dendropicos poecilolaemus,12003
31720,Chloropicus pyrrhogaster,02/06/2008,,Dendropicos pyrrhogaster,12001
31730,Chloropicus xantholophus,02/06/2008,,Dendropicos xantholophus,12000
31740,Dicrurus atripennis,02/06/2008,,Dicrurus atripennis,21761
31750,Dicrurus ludwigii,02/06/2008,,Dicrurus ludwigii,21756
31760,Dicrurus modestus,02/06/2008,,Dicrurus modestus,21735
31770,Drymocichla incana,02/06/2008,,Drymocichla incana,26535
31780,Dryoscopus angolensis,02/06/2008,,Dryoscopus angolensis,20087
31790,Dryoscopus gambensis,02/06/2008,,Dryoscopus gambensis,20100
31800,Dryoscopus sabini,02/06/2008,,Dryoscopus sabini,20084
31810,Circaetus spectabilis,02/06/2008,,Dryotriorchis spectabilis,NA
31820,Egretta ardesiaca,02/06/2008,,Egretta ardesiaca,8040
31830,Elanus axillaris,02/06/2008,,Elanus axillaris,8116
31840,Elminia albiventris,02/06/2008,,Elminia albiventris,23368
31850,Elminia nigromitrata,02/06/2008,,Elminia nigromitrata,23365
31860,Emberiza affinis,02/06/2008,,Emberiza affinis,34668
31870,Emberiza cabanisi,02/06/2008,,Emberiza cabanisi,34673
31880,Emberiza flaviventris,02/06/2008,,Emberiza flaviventris,34663
31890,Ephippiorhynchus senegalensis,02/06/2008,,Ephippiorhynchus senegalensis,7630
31900,Eremomela badiceps,02/06/2008,,Eremomela badiceps,26812
31910,Eremomela canescens,02/06/2008,,Eremomela canescens,26789
31920,Eremomela icteropygialis,02/06/2008,,Eremomela icteropygialis,26770
31930,Eremomela pusilla,02/06/2008,,Eremomela pusilla,26787
31940,Eremopterix leucotis,02/06/2008,,Eremopterix leucotis,23857
31950,Erythrocercus mccallii,02/06/2008,,Erythrocercus mccallii,25366
31960,Glaucestrilda caerulescens,02/06/2008,,Estrilda caerulescens,33247
31970,Estrilda nonnula,02/06/2008,,Estrilda nonnula,33253
31980,Estrilda paludicola,02/06/2008,,Estrilda paludicola,33269
31990,Estrilda poliopareia,02/06/2008,,Estrilda poliopareia,33267
32000,Euplectes ardens,02/06/2008,,Euplectes ardens,32960
32010,Euplectes axillaris,02/06/2008,,Euplectes axillaris,32938
32020,Euplectes capensis,02/06/2008,,Euplectes capensis,32930
32030,Euplectes hartlaubi,02/06/2008,,Euplectes hartlaubi,32950
32040,Euplectes hordeaceus,02/06/2008,,Euplectes hordeaceus,32919
32050,Euplectes macroura,02/06/2008,,Euplectes macrourus,32945
32060,Lissotis melanogaster,02/06/2008,,Eupodotis melanogaster,3853
32070,Lophotis ruficrista,02/06/2008,,Eupodotis ruficrista,3843
32080,Eupodotis senegalensis,02/06/2008,,Eupodotis senegalensis,3823
32090,Eurystomus gularis,02/06/2008,,Eurystomus gularis,10210
32100,Euschistospiza dybowskii,02/06/2008,,Euschistospiza dybowskii,33388
32110,Falco alopex,02/06/2008,,Falco alopex,12869
32120,Falco ardosiaceus,02/06/2008,,Falco ardosiaceus,12870
32130,Falco cuvierii,02/06/2008,,Falco cuvierii,12904
32140,Fraseria ocreata,02/06/2008,,Fraseria ocreata,30652
32150,Galerida modesta,02/06/2008,,Galerida modesta,24109
32160,Paragallinula angulata,02/06/2008,,Gallinula angulata,5884
32170,Glareola cinerea,02/06/2008,,Glareola cinerea,6890
32180,Glareola nuchalis,02/06/2008,,Glareola nuchalis,6887
32190,Glaucidium perlatum,02/06/2008,,Glaucidium perlatum,9142
32200,Glaucidium sjostedti,02/06/2008,,Glaucidium sjostedti,9152
32210,Gorsachius leuconotus,02/06/2008,,Gorsachius leuconotus,7911
32220,Obsolete code,02/06/2008,Duplicated species ? use 04410,Grus virgo,NA
32230,Guttera pucherani,02/06/2008,,Guttera pucherani,797
32240,Gymnobucco calvus,02/06/2008,,Gymnobucco calvus,11374
32250,Gymnobucco peli,02/06/2008,,Gymnobucco peli,11373
32260,Gypohierax angolensis,02/06/2008,,Gypohierax angolensis,8130
32270,Gyps africanus,02/06/2008,,Gyps africanus,8210
32280,Halcyon badia,02/06/2008,,Halcyon badia,10370
32300,Halcyon chelicuti,02/06/2008,,Halcyon chelicuti,10389
32310,Halcyon malimbica,02/06/2008,,Halcyon malimbica,10393
32320,Halcyon senegalensis,02/06/2008,,Halcyon senegalensis,10400
32330,Buteogallus coronatus,02/06/2008,,Harpyhaliaetus coronatus,8700
32340,Prinia erythroptera,02/06/2008,,Heliolais erythroptera,26504
32350,Hieraaetus ayresii,02/06/2008,,Hieraaetus ayresii,8333
32360,Aquila spilogaster,02/06/2008,,Hieraaetus spilogaster,8368
32370,Himantornis haematopus,02/06/2008,,Himantornis haematopus,6094
32380,Cecropis abyssinica,02/06/2008,,Hirundo abyssinica,25088
32390,Hirundo aethiopica,02/06/2008,,Hirundo aethiopica,25065
32400,Obsolete code,02/06/2008,Duplicated species ? use 09952,Hirundo domicella,NA
32410,Obsolete code,02/06/2008,Duplicated species ? use 09900,Hirundo fuligula,NA
32420,Hirundo leucosoma,02/06/2008,,Hirundo leucosoma,25022
32430,Hirundo nigrita,02/06/2008,,Hirundo nigrita,25047
32440,Petrochelidon preussi,02/06/2008,,Hirundo preussi,25135
32450,Cecropis semirufa,02/06/2008,,Hirundo semirufa,25081
32460,Cecropis senegalensis,02/06/2008,,Hirundo senegalensis,25084
32470,Hyliota flavigaster,02/06/2008,,Hyliota flavigaster,28587
32480,Hyliota violacea,02/06/2008,,Hyliota violacea,28598
32490,Hypergerus atriceps,02/06/2008,,Hypergerus atriceps,26648
32500,Illadopsis cleaveri,02/06/2008,,Illadopsis cleaveri,27933
32510,Illadopsis fulvescens,02/06/2008,,Illadopsis fulvescens,27916
32520,Illadopsis rufipennis,02/06/2008,,Illadopsis rufipennis,27923
32530,Indicator exilis,02/06/2008,,Indicator exilis,11589
32540,Indicator indicator,02/06/2008,,Indicator indicator,11618
32550,Indicator maculatus,02/06/2008,,Indicator maculatus,11608
32560,Indicator minor,02/06/2008,,Indicator minor,11595
32570,Indicator willcocksi,02/06/2008,,Indicator willcocksi,11581
32580,Ispidina lecontei,02/06/2008,,Ispidina lecontei,10546
32590,Ispidina picta,02/06/2008,,Ispidina picta,10550
32600,Obsolete code,02/06/2008,Duplicated species ? use 01020,Ixobrychus sturmii,NA
32610,Ixonotus guttatus,02/06/2008,,Ixonotus guttatus,24344
32620,Jynx ruficollis,02/06/2008,,Jynx ruficollis,11628
32630,Kakamega poliothorax,02/06/2008,,Kakamega poliothorax,28528
32640,Kaupifalco monogrammicus,02/06/2008,,Kaupifalco monogrammicus,8373
32650,Turdoides gilberti,02/06/2008,,Kupeornis gilberti,28314
32660,Lagonosticta larvata,02/06/2008,,Lagonosticta larvata,33433
32670,Lagonosticta rara,02/06/2008,,Lagonosticta rara,33424
32680,Lagonosticta rubricata,02/06/2008,,Lagonosticta rubricata,33408
32690,Lagonosticta rufopicta,02/06/2008,,Lagonosticta rufopicta,33427
32700,Lagonosticta sanguinodorsalis,02/06/2008,,Lagonosticta sanguinodorsalis,33422
32710,Lamprotornis caudatus,02/06/2008,,Lamprotornis caudatus,29750
32720,Lamprotornis chalcurus,02/06/2008,,Lamprotornis chalcurus,29734
32730,Lamprotornis chalybaeus,02/06/2008,,Lamprotornis chalybaeus,29723
32740,Lamprotornis chloropterus,02/06/2008,,Lamprotornis chloropterus,29729
32750,Lamprotornis pulcher,02/06/2008,,Lamprotornis pulcher,29771
32760,Hylopsar purpureiceps,02/06/2008,,Lamprotornis purpureiceps,29717
32770,Lamprotornis purpureus,02/06/2008,,Lamprotornis purpureus,29744
32780,Lamprotornis splendidus,02/06/2008,,Lamprotornis splendidus,29737
32790,Laniarius atrococcineus,02/06/2008,,Laniarius atrococcineus,20164
32800,Laniarius atroflavus,02/06/2008,,Laniarius atroflavus,20165
32810,Laniarius barbarus,02/06/2008,,Laniarius barbarus,20158
32820,Laniarius erythrogaster,02/06/2008,,Laniarius erythrogaster,20162
32830,Laniarius fuelleborni,02/06/2008,,Laniarius fuelleborni,20115
32840,Laniarius leucorhynchus,02/06/2008,,Laniarius leucorhynchus,20107
32850,Laniarius luehderi,02/06/2008,,Laniarius luehderi,20122
32860,Obsolete code,02/06/2008,Duplicated species ? use 32810,Laniarus barbarus,NA
32870,Lanius collaris,02/06/2008,,Lanius collaris,22416
32880,Lanius excubitoroides,02/06/2008,,Lanius excubitoroides,22357
32890,Lanius gubernator,02/06/2008,,Lanius gubernator,22410
32900,Lanius mackinnoni,02/06/2008,,Lanius mackinnoni,22411
32910,Obsolete code,02/06/2008,Duplicated species ? use 15203,Lanius meridionalis,NA
32920,Linurgus olivaceus,02/06/2008,,Linurgus olivaceus,34156
32930,Obsolete code,02/06/2008,Duplicated species ? use 16190,Lonchura cantans,NA
32940,Lophaetus occipitalis,02/06/2008,,Lophaetus occipitalis,8323
32950,Lybius bidentatus,02/06/2008,,Lybius bidentatus,11531
32960,Lybius leucocephalus,02/06/2008,,Lybius leucocephalus,11498
32970,Lybius vieilloti,02/06/2008,,Lybius vieilloti,11494
32980,Macheiramphus alcinus,02/06/2008,,Macheiramphus alcinus,8282
32990,Caprimulgus longipennis,02/06/2008,,Macrodipteryx longipennis,2141
33000,Caprimulgus vexillarius,02/06/2008,,Macrodipteryx vexillarius,2142
33010,Macrosphenus flavicans,02/06/2008,,Macrosphenus flavicans,25175
33020,Macrosphenus kempi,02/06/2008,,Macrosphenus kempi,25178
33030,Malaconotus blanchoti,02/06/2008,,Malaconotus blanchoti,19993
33040,Malaconotus cruentus,02/06/2008,,Malaconotus cruentus,19986
33050,Malaconotus gladiator,02/06/2008,,Malaconotus gladiator,20004
33060,Chlorophoneus sulfureopectus,02/06/2008,,Malaconotus sulfureopecous,20024
33070,Malimbus erythrogaster,02/06/2008,,Malimbus erythrogaster,32868
33080,Malimbus ibadanensis,02/06/2008,,Malimbus ibadanensis,32859
33090,Malimbus malimbicus,02/06/2008,,Malimbus malimbicus,32871
33100,Malimbus racheliae,02/06/2008,,Malimbus racheliae,32854
33110,Malimbus rubricollis,02/06/2008,,Malimbus rubricollis,32861
33120,Malimbus scutatus,02/06/2008,,Malimbus scutatus,32856
33130,Mandingoa nitidula,02/06/2008,,Mandingoa nitidula,33198
33140,Megaceryle maxima,02/06/2008,,Megaceryle maxima,10712
33150,Melichneutes robustus,02/06/2008,,Melichneutes robustus,11619
33160,Obsolete code,02/06/2008,Duplicated species ? use 02660,Melierax gabar,NA
33170,Melocichla mentalis,02/06/2008,,Melocichla mentalis,25161
33180,Merops breweri,02/06/2008,,Merops breweri,10800
33190,Merops bulocki,02/06/2008,,Merops bulocki,10828
33200,Merops gularis,02/06/2008,,Merops gularis,10806
33210,Merops hirundineus,02/06/2008,,Merops hirundineus,10809
33220,Merops malimbicus,02/06/2008,,Merops malimbicus,10871
33230,Merops muelleri,02/06/2008,,Merops muelleri,10801
33240,Merops nubicus,02/06/2008,,Merops nubicus,10872
33250,Merops pusillus,02/06/2008,,Merops pusillus,10814
33260,Merops variegatus,02/06/2008,,Merops variegatus,10820
33270,Microparra capensis,02/06/2008,,Microparra capensis,6608
33280,Mirafra africana,02/06/2008,,Mirafra africana,23945
33290,Mirafra rufocinnamomea,02/06/2008,,Mirafra rufocinnamomea,23970
33300,Obsolete code,02/06/2008,Duplicated species ? use 00712,Morus capensis,NA
33310,Motacilla clara,02/06/2008,,Motacilla clara,33576
33320,Muscicapa adusta,02/06/2008,,Muscicapa adusta,30753
33330,Muscicapa aquatica,02/06/2008,,Muscicapa aquatica,30781
33340,Muscicapa cassini,02/06/2008,,Muscicapa cassini,30780
33350,Muscicapa comitata,02/06/2008,,Muscicapa comitata,NA
33360,Muscicapa epulata,02/06/2008,,Muscicapa epulata,30752
33370,Muscicapa infuscata,02/06/2008,,Muscicapa infuscata,NA
33380,Muscicapa olivascens,02/06/2008,,Muscicapa olivascens,NA
33390,Muscicapa sethsmithi,02/06/2008,,Muscicapa sethsmithi,30751
33400,Muscicapa tessmanni,02/06/2008,,Muscicapa tessmanni,NA
33410,Muscicapa ussheri,02/06/2008,,Muscicapa ussheri,NA
33420,Tauraco violaceus,02/06/2008,,Musophaga violacea,3752
33430,Myioparus griseigularis,02/06/2008,,Myioparus griseigularis,NA
33440,Oenanthe albifrons,02/06/2008,,Myrmecocichla albifrons,31602
33450,Myrmecocichla nigra,02/06/2008,,Myrmecocichla nigra,31561
33460,Neafrapus cassini,02/06/2008,,Neafrapus cassini,2475
33470,Chalcomitra adelberti,02/06/2008,,Nectarinia adelberti,32072
33480,Cinnyris batesi,02/06/2008,,Nectarinia batesi,32285
33490,Cinnyris bouvieri,02/06/2008,,Nectarinia bouvieri,32249
33500,Cinnyris chloropygius,02/06/2008,,Nectarinia chloropygia,32166
33510,Cinnyris coccinigastrus,02/06/2008,,Nectarinia coccinigaster,32260
33520,Cinnyris cupreus,02/06/2008,,Nectarinia cuprea,32286
33530,Cyanomitra cyanolaema,02/06/2008,,Nectarinia cyanolaema,32041
33540,Chalcomitra fuliginosa,02/06/2008,,Nectarinia fuliginosa,32075
33550,Cinnyris johannae,02/06/2008,,Nectarinia johannae,32261
33560,Cinnyris minullus,02/06/2008,,Nectarinia minulla,32173
33570,Obsolete code,02/06/2008,Duplicated species ? use  25200,Nectarinia olivacea,NA
33580,Cyanomitra oritis,02/06/2008,,Nectarinia oritis,32045
33590,Cinnyris reichenowi,02/06/2008,,Nectarinia preussi,32199
33600,Anabathmis reichenbachii,02/06/2008,,Nectarinia reichenbachii,32030
33610,Chalcomitra rubescens,02/06/2008,,Nectarinia rubescens,32078
33620,Anthreptes seimundi,02/06/2008,,Nectarinia seimundi,32001
33630,Chalcomitra senegalensis,02/06/2008,,Nectarinia senegalensis,32088
33640,Cinnyris superbus,02/06/2008,,Nectarinia superba,32264
33650,Cinnyris venustus,02/06/2008,,Nectarinia venusta,32274
33660,Cyanomitra verticalis,02/06/2008,,Nectarinia verticalis,32035
33670,Stizorhina finschi,02/06/2008,,Neocossyphus finschii,29865
33680,Stizorhina fraseri,02/06/2008,,Neocossyphus fraseri,29867
33690,Neocossyphus poensis,02/06/2008,,Neocossyphus poensis,29871
33700,Neocossyphus rufus,02/06/2008,,Neocossyphus rufus,29877
33710,Neotis nuba,02/06/2008,,Neotis nuba,3822
33720,Delacourella capistrata,02/06/2008,,Nesocharis capistrata,33238
33730,Nesocharis shelleyi,02/06/2008,,Nesocharis shelleyi,33186
33740,Nigrita bicolor,02/06/2008,,Nigrita bicolor,33223
33750,Nigrita canicapillus,02/06/2008,,Nigrita canicapilla,33227
33760,Nigrita fusconotus,02/06/2008,,Nigrita fusconota,33220
33770,Nigrita luteifrons,02/06/2008,,Nigrita luteifrons,33235
33780,Nilaus afer,02/06/2008,,Nilaus afer,20166
33790,Oenanthe heuglinii,02/06/2008,,Oenanthe heuglini,31586
33800,Onychognathus fulgidus,02/06/2008,,Onychognathus fulgidus,29793
33810,Onychognathus morio,02/06/2008,,Onychognathus morio,29786
33820,Onychognathus walleri,02/06/2008,,Onychognathus walleri,29798
33830,Oriolus auratus,02/06/2008,,Oriolus auratus,21585
33840,Oriolus brachyrynchus,02/06/2008,,Oriolus brachyrhynchus,21564
33850,Oriolus nigripennis,02/06/2008,,Oriolus nigripennis,21581
33860,Ortygospiza atricollis,02/06/2008,,Ortygospiza atricollis,33301
33870,Ortyxelos meiffrenii,02/06/2008,,Ortyxelos meiffrenii,6345
33880,Ptilopsis leucotis,02/06/2008,,Otus leucotis,9398
33890,Otus senegalensis,02/06/2008,,Otus senegalensis,9297
33900,Pachycoccyx audeberti,02/06/2008,,Pachycoccyx audeberti,4153
33910,Ploceus superciliosus,02/06/2008,,Pachyphantes superciliosus,32812
33920,Parmoptila woodhousei,02/06/2008,,Parmoptila woodhousei,33215
33930,Melaniparus albiventris,02/06/2008,,Parus albiventris,23680
33940,Malaniparus leucomelas,02/06/2008,,Parus leucomelas,NA
33950,Campocolinus albogularis,30/07/2021,,Peliperdix albogularis,1530
33960,Campocolinus coqui,30/07/2021,,Peliperdix coqui,1515
33970,Peliperdix lathami,02/06/2008,,Peliperdix lathami,1482
33980,Phoeniculus bollei,02/06/2008,,Phoeniculus bollei,9999
33990,Phoeniculus castaneiceps,02/06/2008,,Phoeniculus castaneiceps,9995
34000,Phoeniculus purpureus,02/06/2008,,Phoeniculus purpureus,10003
34010,Pholidornis rushiae,02/06/2008,,Pholidornis rushiae,25377
34020,Turdoides atripennis,02/06/2008,,Phyllanthus atripennis,28308
34030,Phyllastrephus baumanni,02/06/2008,,Phyllastrephus baumanni,24483
34040,Phyllastrephus icterinus,02/06/2008,,Phyllastrephus icterinus,24441
34050,Phyllastrephus poensis,02/06/2008,,Phyllastrephus poensis,24451
34060,Phyllastrephus poliocephalus,02/06/2008,,Phyllastrephus poliocephalus,24481
34070,Phyllastrephus xavieri,02/06/2008,,Phyllastrephus xavieri,24438
34080,Phyllolais pulchella,02/06/2008,,Phyllolais pulchella,26537
34090,Phylloscopus herberti,02/06/2008,,Phylloscopus herberti,25551
34100,Picathartes oreas,02/06/2008,,Picathartes oreas,23304
34110,Pinarocorys erythropygia,02/06/2008,,Pinarocorys erythropygia,23814
34120,Pitta angolensis,02/06/2008,,Pitta angolensis,14337
34130,Platalea alba,02/06/2008,,Platalea alba,7851
34140,Platysteira blissetti,02/06/2008,,Platysteira blissetti,19980
34150,Obsolete code,02/06/2008,Duplicated species ? use 24700,Platysteira castanea,NA
34160,Platysteira concreta,02/06/2008,,Platysteira concreta,19971
34170,Plocepasser superciliosus,02/06/2008,,Plocepasser superciliosus,32649
34180,Ploceus albinucha,02/06/2008,,Ploceus albinucha,32801
34190,Ploceus aurantius,02/06/2008,,Ploceus aurantius,32724
34200,Ploceus baglafecht,02/06/2008,,Ploceus baglafecht,32680
34210,Ploceus bannermani,02/06/2008,,Ploceus bannermani,32689
34220,Ploceus bicolor,02/06/2008,,Ploceus bicolor,32828
34230,Ploceus heuglini,02/06/2008,,Ploceus heuglini,32727
34240,Ploceus insignis,02/06/2008,,Ploceus insignis,32846
34250,Ploceus luteolus,02/06/2008,,Ploceus luteolus,32697
34260,Ploceus nigricollis,02/06/2008,,Ploceus nigricollis,32707
34270,Ploceus ocularis,02/06/2008,,Ploceus ocularis,32700
34280,Ploceus pelzelni,02/06/2008,,Ploceus pelzelni,32693
34290,Ploceus tricolor,02/06/2008,,Ploceus tricolor,32798
34300,Ploceus vitellinus,02/06/2008,,Ploceus vitellinus,32762
34310,Podica senegalensis,02/06/2008,,Podica senegalensis,5611
34320,Poeoptera lugubris,02/06/2008,,Poeoptera lugubris,29817
34330,Pogoniulus atroflavus,02/06/2008,,Pogoniulus atroflavus,11418
34340,Pogoniulus bilineatus,02/06/2008,,Pogoniulus bilineatus,11423
34350,Pogoniulus chrysoconus,02/06/2008,,Pogoniulus chrysoconus,11442
34360,Pogoniulus coryphaea,02/06/2008,,Pogoniulus coryphaeus,11414
34370,Pogoniulus pusillus,02/06/2008,,Pogoniulus pusillus,11436
34380,Pogoniulus scolopaceus,02/06/2008,,Pogoniulus scolopaceus,11403
34390,Pogoniulus subsulphureus,02/06/2008,,Pogoniulus subsulphureus,11419
34400,Poicephalus gulielmi,02/06/2008,,Poicephalus gulielmi,13051
34410,Poicephalus robustus,02/06/2008,,Poicephalus robustus,13064
34420,Poicephalus senegalus,02/06/2008,,Poicephalus senegalus,13084
34430,Polemaetus bellicosus,02/06/2008,,Polemaetus bellicosus,8322
34440,Poliolais lopezi,02/06/2008,,Poliolais lopezi,26766
34450,Polyboroides typus,02/06/2008,,Polyboroides typus,8126
34460,Prinia fluviatilis,02/06/2008,,Prinia fluviatilis,26484
34470,Prinia subflava,02/06/2008,,Prinia subflava,26459
34480,Prionops caniceps,02/06/2008,,Prionops caniceps,20240
34490,Prodotiscus insignis,02/06/2008,,Prodotiscus insignis,11568
34500,Prodotiscus regulus,02/06/2008,,Prodotiscus regulus,11575
34510,Psalidoprocne fuliginosa,02/06/2008,,Psalidoprocne fuliginosa,24878
34520,Psalidoprocne pristoptera holomelas,02/06/2008,,Psalidoprocne holomelas,24873
34530,Psalidoprocne nitens,02/06/2008,,Psalidoprocne nitens,24851
34540,Psalidoprocne obscura,02/06/2008,,Psalidoprocne obscura,24874
34550,Pseudhirundo griseopyga,02/06/2008,,Pseudhirundo griseopyga,24990
34560,Sylvia abyssinica,02/06/2008,,Pseudoalcippe abyssinica,26836
34570,Psittacus erithacus,02/06/2008,,Psittacus erithacus,13046
34580,Pternistis ahantensis,02/06/2008,,Pternistis ahantensis,1729
34590,Obsolete code,02/06/2008,Duplicated species ? use 03660,Pternistis bicalcaratus,NA
34600,Pternistis clappertoni,02/06/2008,,Pternistis clappertoni,1771
34610,Pternistis squamatus,02/06/2008,,Pternistis squamatus,1757
34620,Pterocles quadricinctus,02/06/2008,,Pterocles quadricinctus,4406
34630,Pteronetta hartlaubii,02/06/2008,,Pteronetta hartlaubii,352
34640,Ptilopachus petrosus,02/06/2008,,Ptilopachus petrosus,805
34650,Ptilostomus afer,02/06/2008,,Ptilostomus afer,22828
34660,Pyrenestes ostrinus,02/06/2008,,Pyrenestes ostrinus,33366
34670,Phyllastrephus scandens,02/06/2008,,Pyrrhurus scandens,24465
34680,Pytilia hypogrammica,02/06/2008,,Pytilia hypogrammica,33387
34690,Pytilia melba,02/06/2008,,Pytilia melba,33370
34700,Pytilia phoenicoptera,02/06/2008,,Pytilia phoenicoptera,33382
34710,Rhaphidura sabini,02/06/2008,,Rhaphidura sabini,2474
34720,Rhinopomastus aterrimus,02/06/2008,,Rhinopomastus aterrimus,10020
34730,Rhinoptilus chalcopterus,02/06/2008,,Rhinoptilus chalcopterus,6873
34740,Neophedina cincta,30/07/2021,,Riparia cincta,24879
34750,Sagittarius serpentarius,02/06/2008,,Sagittarius serpentarius,8103
34760,Salpornis spilonota,02/06/2008,,Salpornis spilonotus,29383
34770,Sarkidiornis melanotos,02/06/2008,,Sarkidiornis melanotos,323
34780,Sarothrura boehmi,02/06/2008,,Sarothrura boehmi,5645
34790,Sarothrura elegans,02/06/2008,,Sarothrura elegans,5631
34800,Sarothrura pulchra,02/06/2008,,Sarothrura pulchra,5624
34810,Sarothrura rufa,02/06/2008,,Sarothrura rufa,5637
34820,Catriscus brevirostris,02/06/2008,,Schoenicola brevirostris,26030
34830,Scotopelia bouvieri,02/06/2008,,Scotopelia bouvieri,9544
34840,Scotopelia peli,02/06/2008,,Scotopelia peli,9542
34850,Crithagra burtoni,02/06/2008,,Serinus burtoni,34266
34860,Crithagra gularis,02/06/2008,,Serinus gularis,34248
34870,Crithagra leucopygia,02/06/2008,,Serinus leucopygius,34184
34880,Crithagra frontalis,02/06/2008,,Serinus mozambicus,34170
34890,Sheppardia cyornithopsis,02/06/2008,,Sheppardia cyornithopsis,31103
34900,Smithornis capensis,02/06/2008,,Smithornis capensis,14233
